生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
长春长生生物科技有限责任公司,水痘减毒活疫苗,147元/支,山西省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,60元/支,山西省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,24元/支,山西省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27元/支,山西省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45元/瓶,山西省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,49元/支,山西省,长春长生生物科技有限责任公司,国产,2018
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58元/支,山西省,长春卫尔赛生物药业有限公司,国产,2018
科兴（大连）疫苗技术有限公司,腮腺炎减毒活疫苗,44元/支,山西省,科兴（大连）疫苗技术有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,82元/瓶,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,106元/支,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,90元/瓶,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,112元/支,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,110元/支,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168元/瓶,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188元/支,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,企业放弃议价,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,25元/支,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,企业放弃议价,山西省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,43元/支,山西省,北京科兴生物制品有限公司,国产,2018
罗益（无锡）生物制药有限公司,双价肾综合征出血热灭活疫苗,44元/支,山西省,罗益（无锡）生物制药有限公司,国产,2018
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,115元/支,山西省,罗益（无锡）生物制药有限公司,国产,2018
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182元/人分/支,山西省,成都生物制品研究所有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,105元/支,山西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599元/支,山西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,40元/支,山西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,58元/支,山西省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80元/支,山西省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,60元/支,山西省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,90元/支,山西省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70元/支,山西省,华北制药金坦生物技术股份有限公司,国产,2018
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76元/支,山西省,北京北生研生物制品有限公司 ,国产,2018
北京北生研生物制品有限公司,黄热病减毒活疫苗,160元/支,山西省,北京北生研生物制品有限公司 ,国产,2018
中国医学科学院医学生物学研究所,冻干甲型肝炎减毒活疫苗,60元/支,山西省,中国医学科学院医学生物学研究所 ,国产,2018
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168元/瓶,山西省,中国医学科学院医学生物学研究所 ,国产,2018
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188元/支,山西省,中国医学科学院医学生物学研究所 ,国产,2018
重庆智飞生物制品股份有限公司,甲型肝炎灭活疫苗,205元/支,山西省,重庆智飞生物制品股份有限公司,国产,2018
重庆智飞生物制品股份有限公司,23价肺炎球菌多糖疫苗,205元/瓶,山西省,重庆智飞生物制品股份有限公司,国产,2018
重庆智飞生物制品股份有限公司,四价人乳头瘤病毒疫苗,798元/支,山西省,重庆智飞生物制品股份有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,48.98,广东省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,30.73,广东省,北京科兴生物制品有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,20.0,广东省,大连雅立峰生物制药有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,25.3,广东省,大连雅立峰生物制药有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,37.0,广东省,大连雅立峰生物制药有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,43.32,广东省,大连雅立峰生物制药有限公司,国产,2018
台湾国光生物科技股份有限公司,流行性感冒病毒裂解疫苗,128.0,广东省,杭州诚丰生物医药有限公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,43.89,广东省,华兰生物疫苗有限公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,36.96,广东省,华兰生物疫苗有限公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,24.26,广东省,华兰生物疫苗有限公司,国产,2018
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,49.67,广东省,上海生物制品研究所有限责任公司,国产,2018
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,30.62,广东省,上海生物制品研究所有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,56.6,广东省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,43.89,广东省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,广东省,长春生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,广东省,长春生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,42.0,广东省,长春生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,广东省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,44.0,广东省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,44.0,广东省,长春长生生物科技有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,23.0,广东省,长春长生生物科技有限责任公司,国产,2018
中逸安科生物技术股份有限公司,流感病毒亚单位疫苗,168.0,广东省,中逸安科生物技术股份有限公司,国产,2018
成都康华生物制品有限公司,人用狂犬病疫苗,290.0,广东省,成都康华生物制品有限公司,国产,2018
大连雅立峰生物制药有限公司,人用狂犬病疫苗,48.0,广东省,大连雅立峰生物制药有限公司,国产,2018
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,广东省,广州诺诚生物制品股份有限公司,国产,2018
河南远大生物制药有限公司,人用狂犬病疫苗,52.0,广东省,河南远大生物制药有限公司,国产,2018
吉林迈丰生物药业有限公司,人用狂犬病疫苗,49.0,广东省,吉林迈丰生物药业有限公司,国产,2018
CHIRON.BEHRING.VACCINES.PRIVATE.LTD.,人用狂犬病疫苗,197.0,广东省,科园信海（北京）医疗用品贸易有限公司,国产,2018
辽宁成大生物股份有限公司,人用狂犬病疫苗,42.09,广东省,辽宁成大生物股份有限公司,国产,2018
辽宁成大生物股份有限公司,人用狂犬病疫苗,55.0,广东省,辽宁成大生物股份有限公司,国产,2018
辽宁成大生物股份有限公司,人用狂犬病疫苗,72.0,广东省,辽宁成大生物股份有限公司,国产,2018
宁波荣安生物药业有限公司,人用狂犬病疫苗,50.0,广东省,宁波荣安生物药业有限公司,国产,2018
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58.0,广东省,长春卫尔赛生物药业有限公司,国产,2018
长春长生生物科技有限责任公司,人用狂犬病疫苗,53.0,广东省,长春长生生物科技有限责任公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,92.4,广东省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,76.6,广东省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,118.1,广东省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,100.79,广东省,北京科兴生物制品有限公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,广东省,江苏康淮生物科技有限公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,广东省,江苏康淮生物科技有限公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,广东省,江苏康淮生物科技有限公司,国产,2018
MERCK.SHARP.DOHME.CORP.,甲型肝炎灭活疫苗,206.0,广东省,重庆智飞生物制品股份有限公司,国产,2018
北京北生研生物制品有限公司,重组乙型肝炎疫苗,42.0,广东省,北京北生研生物制品有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,68.4,广东省,大连汉信生物制药有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,70.0,广东省,大连汉信生物制药有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,60.0,广东省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70.0,广东省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,88.0,广东省,华北制药金坦生物技术股份有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,13.5,广东省,华兰生物疫苗有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,广东省,华兰生物疫苗有限公司,国产,2018
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,70.0,广东省,上海葛兰素史克生物制品有限公司,国产,2018
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,78.0,广东省,上海葛兰素史克生物制品有限公司,国产,2018
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,88.0,广东省,上海葛兰素史克生物制品有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,220.0,广东省,深圳康泰生物制品股份有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,65.0,广东省,深圳康泰生物制品股份有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,42.0,广东省,深圳康泰生物制品股份有限公司,国产,2018
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,106.67,广东省,北京科兴生物制品有限公司,国产,2018
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,广东省,厦门万泰沧海生物技术有限公司,国产,2018
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,广东省,上海荣盛生物药业有限公司,国产,2018
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,广东省,上海生物制品研究所有限责任公司,国产,2018
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,广东省,长春百克生物科技股份公司,国产,2018
